wavelength,intensity
113.2336,0.0
113.7157,1.6476928103996868e-06
114.1978,2.913317828548183e-06
114.6799,4.003890668466154e-06
115.162,3.956386757599043e-06
115.6442,7.865720544793428e-06
116.1263,8.425361902807132e-06
116.6084,7.327244295581901e-06
117.0905,3.5106927207425412e-06
117.5726,1.8112290359600692e-07
118.0547,1.7341085192364388e-06
118.5369,7.830799327475377e-07
119.019,1.41655915487111e-06
119.5011,3.3054517756386226e-06
119.9832,4.914964960217381e-06
120.4653,5.965733818885162e-06
120.9474,6.340402308494399e-06
121.4296,6.283729274890766e-06
121.9117,5.844687822060974e-06
122.3938,5.036452199859667e-06
122.8759,4.069291581988212e-06
123.358,3.6662138432445046e-06
123.8401,4.97696684939343e-06
124.3223,5.602605526056951e-06
124.8044,3.968077267867554e-06
125.2865,1.6605664332793622e-06
125.7686,1.3659519978107812e-06
126.2507,5.028611654399616e-06
126.7328,1.220477149977142e-05
127.215,1.6396883747500568e-05
127.6971,1.6196229788175997e-05
128.1792,1.5228332149333652e-05
128.6613,1.500977633853196e-05
129.1434,1.5468348847090315e-05
129.6255,1.5660861633979862e-05
130.1077,1.4609651532493985e-05
130.5898,1.2512855963247435e-05
131.0719,1.1418287693855697e-05
131.554,1.1422874679635047e-05
132.0361,1.2452924521140922e-05
132.5182,1.4913740566496233e-05
133.0004,1.9205142145941807e-05
133.4825,2.3216281803562432e-05
133.9646,2.4917394087885052e-05
134.4467,2.503325669380213e-05
134.9288,2.480952234091551e-05
135.4109,2.4610643050507686e-05
135.8931,2.4457934244868322e-05
136.3752,2.4350503740716877e-05
136.8573,2.3872249862942475e-05
137.3394,2.4087702427550948e-05
137.8215,2.5541699338449924e-05
138.3036,2.8083156145429298e-05
138.7858,3.1203048345180045e-05
139.2679,3.48439561854833e-05
139.75,3.9190551907768553e-05
140.2321,4.2559038371706905e-05
140.7142,4.4195782541631144e-05
141.1963,4.542544869451573e-05
141.6785,4.6611906992981945e-05
142.1606,4.786554572270914e-05
142.6427,4.923755874824105e-05
143.1248,5.0750730684986936e-05
143.6069,5.220091642165486e-05
144.089,5.43618910012349e-05
144.5712,5.823556655014033e-05
145.0533,6.204014638302493e-05
145.5354,6.428612081536604e-05
146.0175,6.462999928415196e-05
146.4996,6.421683114645812e-05
146.9817,6.512380333464768e-05
147.4639,6.888042831620271e-05
147.946,7.151925432131645e-05
148.4281,7.175466463800506e-05
148.9102,7.112756646586629e-05
149.3923,7.174758535762678e-05
149.8744,7.45613083786614e-05
150.3566,7.851280752350611e-05
150.8387,8.10467050167117e-05
151.3208,8.161760533982018e-05
151.8029,8.253325691970639e-05
152.285,8.499039755785161e-05
152.7671,8.855491220475777e-05
153.2493,9.176066249879493e-05
153.7314,9.390495713008641e-05
154.2135,9.543306343913716e-05
154.6956,9.720744142655277e-05
155.1777,9.92064168572025e-05
155.6598,0.00010146184649278858
156.142,0.00010437724931487283
156.6241,0.00010801726012307336
157.1062,0.00011073347333013046
157.5883,0.000110106520622657
158.0704,0.00010897965434874492
158.5525,0.00010993113872451845
159.0347,0.00011377387878793525
159.5168,0.00011933833862992652
159.9989,0.00012532387018975998
160.481,0.00013255433684351308
160.9631,0.00013797197434998773
161.4452,0.00013992493445817868
161.9274,0.0001402759406955646
162.4095,0.00014025669087152232
162.8916,0.0001401973897762988
163.3737,0.0001408767097632828
163.8558,0.00014507414116894
164.3379,0.0001571143969810713
164.8201,0.000167132984874765
165.3022,0.00017272624672048706
165.7843,0.00017562865469913718
166.2664,0.00017801015371132276
166.7485,0.00018116154870875684
167.2306,0.00018497955977907145
167.7128,0.00018868561154532137
168.1949,0.0001917218955042758
168.677,0.00019524868631464566
169.1591,0.00019973510752204626
169.6412,0.00020508912848155993
170.1233,0.00021077059040267986
170.6055,0.00021603539303413857
171.0876,0.00022091127163878795
171.5697,0.0002267513870215361
172.0518,0.00023435889808776512
172.5339,0.0002419157874504673
173.016,0.0002487089873203073
173.4982,0.00025461494970821784
173.9803,0.00025964696038696346
174.4624,0.00026355229874468406
174.9445,0.0002664808903630895
175.4266,0.0002702096831053491
175.9087,0.00027525410676886757
176.3909,0.0002806664105709477
176.873,0.0002857589830386828
177.3551,0.00029051218644225653
177.8372,0.00029455072194517663
178.3193,0.00029690497057672805
178.8014,0.0002981655673662791
179.2836,0.00029997349920315883
179.7657,0.00030372188118701313
180.2478,0.0003078645693902931
180.7299,0.00030994388980441415
181.212,0.00030940761007164873
181.6941,0.0003081322243744581
182.1763,0.00030678997341944804
182.6584,0.00030564419673904605
183.1405,0.00030534114535298967
183.6226,0.00030674036996857835
184.1047,0.00030921671194254405
184.5868,0.00031078569382254613
185.069,0.00031147999667005674
185.5511,0.0003109874048251053
186.0332,0.00030844725235129144
186.5153,0.0003048190726692026
186.9974,0.0003019666075589745
187.4795,0.0003015399596956289
187.9617,0.00030329630006454644
188.4438,0.00030371591713573555
188.9259,0.00030117862546700613
189.408,0.0002988913875579396
189.8901,0.0002982065399136739
190.3722,0.00029861868979871056
190.8544,0.0002989140315575057
191.3365,0.00029811523659208284
191.8186,0.0002961707134344797
192.3007,0.0002939099985827208
192.7828,0.0002917847598225845
193.2649,0.0002889478109433226
193.7471,0.00028444984953914095
194.2292,0.0002788433988970977
194.7113,0.00027361796870171545
195.1934,0.0002703283337840179
195.6755,0.0002694910876587322
196.1576,0.0002671977887219445
196.6398,0.0002628626022782415
197.1219,0.00025795845504030077
197.604,0.0002527594994140044
198.0861,0.0002475223835571758
198.5682,0.00024280336434994926
199.0503,0.00023930227229711698
199.5325,0.00023734989404758727
200.0146,0.00023452404897111043
200.4967,0.00023143743423795972
200.9788,0.00022712367958827864
201.4609,0.00022020722265870174
201.943,0.00021076705076249072
202.4252,0.00020113646561939277
202.9073,0.00019373696902455284
203.3894,0.00018888237674926004
203.8715,0.0001828719707316591
204.3536,0.00017415660077445144
204.8357,0.00016502214711649414
205.3179,0.00015788356564299332
205.8,0.00015309157166200436
206.2821,0.00014880754029226767
206.7642,0.00014272522624178327
207.2463,0.00013529067266260432
207.7284,0.0001296493105008874
208.2106,0.00012908374388217352
208.6927,0.00012970007766907956
209.1748,0.00012528600088855836
209.6569,0.00011407736656798757
210.139,0.00010224076128728616
210.6211,9.550749285955261e-05
211.1033,9.227648020197379e-05
211.5854,8.903198781874318e-05
212.0675,8.397010839538785e-05
212.5496,7.80495025645031e-05
213.0317,7.359071964351087e-05
213.5138,7.135914621303513e-05
213.996,6.921470611707835e-05
214.4781,6.578033385740025e-05
214.9602,6.143050397072301e-05
215.4423,5.685617361725519e-05
215.9244,5.229871716496298e-05
216.4065,4.7783270908011464e-05
216.8886,4.340648641885281e-05
217.3708,3.8697353960044935e-05
217.8529,3.493037189432005e-05
218.335,3.321357367025515e-05
218.8171,3.2679980184975764e-05
219.2992,3.16858892087338e-05
219.7813,2.9094858043817777e-05
220.2635,2.5148382278748316e-05
220.7456,2.1506882882139488e-05
221.2277,1.8394836076670963e-05
221.7098,1.5372754317872685e-05
222.1919,1.2108439949582902e-05
222.674,8.847088211643206e-06
223.1562,5.99621351508917e-06
223.6383,3.891722865047875e-06
224.1204,2.484046752404849e-06
224.6025,1.1186863108996505e-06
225.0846,3.433014444003902e-07
225.5667,1.5744465025954015e-06
226.0489,2.6716767753622594e-06
226.531,3.4757666546023143e-06
227.0131,3.567661532498966e-06
227.4952,2.4890749810022974e-06
227.9773,4.0471179666614597e-07
228.4594,5.178542084931611e-09
228.9416,3.6002165245946875e-06
229.4237,6.524778771771107e-06
229.9058,7.665071434291034e-06
230.3879,7.340413696614366e-06
230.87,6.078047086968748e-06
231.3521,4.077728532576022e-06
231.8343,1.4815188255750694e-06
232.3164,6.686962175944134e-07
232.7985,4.195365807409848e-06
233.2806,6.636350170061628e-06
233.7627,5.946939784127489e-06
234.2448,3.098140383465167e-06
234.727,1.322904154524243e-07
235.2091,1.6789143763967604e-06
235.6912,2.4489752215993156e-06
236.1733,3.2077867993514578e-06
236.6554,3.2535111924796458e-06
237.1375,4.0293421360727145e-06
237.6197,6.4584856749685004e-06
238.1018,9.988709451439604e-06
238.5839,1.3515975446382796e-05
239.066,1.6516004761920522e-05
239.5481,1.8897057682465794e-05
240.0302,2.012835303960182e-05
240.5124,1.8902090759885416e-05
240.9945,1.8178345864116634e-05
241.4766,1.9381377436783497e-05
241.9587,2.1928163099335287e-05
242.4408,2.42682289260192e-05
242.9229,2.5488129551039507e-05
243.4051,2.6078546383410013e-05
243.8872,2.775480360525383e-05
244.3693,3.151541916746044e-05
244.8514,3.4876360864091534e-05
245.3335,3.570220740843935e-05
245.8156,3.488805137436004e-05
246.2978,3.567867607441485e-05
246.7799,4.0195741837973446e-05
247.262,4.670365155739111e-05
247.7441,5.112986009099893e-05
248.2262,5.27621675886313e-05
248.7083,5.3328606995337025e-05
249.1905,5.30057239265771e-05
249.6726,5.224693174411367e-05
250.1547,5.264468062728496e-05
250.6368,5.514129067795016e-05
251.1189,5.852591402209325e-05
251.601,6.076684567937039e-05
252.0832,6.159177579632677e-05
252.5653,6.25946091989537e-05
253.0474,6.50370579059029e-05
253.5295,6.85551693245761e-05
254.0116,7.164352963371046e-05
254.4937,7.41332058686627e-05
254.9759,7.561471499659341e-05
255.458,7.520246813511318e-05
255.9401,7.278634853258455e-05
256.4222,7.129359013720342e-05
256.9043,7.332912568706698e-05
257.3864,7.815307340620174e-05
257.8686,8.194257340211616e-05
258.3507,8.377993758960974e-05
258.8328,8.45428997591453e-05
259.3149,8.477404311231823e-05
259.797,8.457650209683123e-05
260.2791,8.484696939785885e-05
260.7613,8.626592871970752e-05
261.2434,8.868054518736132e-05
261.7255,9.143937954135337e-05
262.2076,9.527057940798916e-05
262.6897,9.827035173595153e-05
263.1718,9.867091293598541e-05
263.654,9.715313461817146e-05
264.1361,9.612959674484917e-05
264.6182,9.771676170801459e-05
265.1003,0.00010136845817766144
265.5824,0.00010370913010711747
266.0645,0.00010378370499219822
266.5467,0.00010375189671871774
267.0288,0.0001047955572040742
267.5109,0.00010658646967511304
267.993,0.0001084061356616609
268.4751,0.00010994224252730355
268.9572,0.00011116880058517276
269.4394,0.00011181708811022458
269.9215,0.00011102527544873644
270.4036,0.00011102954241225211
270.8857,0.00011403479390927437
271.3678,0.00011807075953644073
271.8499,0.00011977929051869401
272.3321,0.00011662595599238916
272.8142,0.00011047008530948112
273.2963,0.000108061626845992
273.7784,0.00011207635463202354
274.2605,0.00011550296877621861
274.7426,0.0001162234552634845
275.2248,0.00011534703065500942
275.7069,0.0001139520730029364
276.189,0.00011239327364950588
276.6711,0.00011106702380767957
277.1532,0.00011128701486984564
277.6353,0.00011465907976455053
278.1175,0.00011652000922782386
278.5996,0.00011545874751796526
279.0817,0.00011300810430153708
279.5638,0.00011016863403474313
280.0459,0.00010730089513465782
280.528,0.00010516193420776093
281.0102,0.0001055861576600181
281.4923,0.00011062723563623455
281.9744,0.00011388889284997138
282.4565,0.00011535309168273054
282.9386,0.00011468957885604324
283.4207,0.00011082773443324943
283.9029,0.00010375926692842664
284.385,9.551491155748327e-05
284.8671,8.922952883423019e-05
285.3492,8.581474581614677e-05
285.8313,8.242037633942811e-05
286.3134,7.83037263112381e-05
286.7956,7.434509939779332e-05
287.2777,7.164192952239208e-05
287.7598,7.016706328084372e-05
288.2419,6.85634608104986e-05
288.724,6.487491329230729e-05
289.2061,5.8098878252973464e-05
289.6883,5.3211701892651906e-05
290.1704,5.1149982703033064e-05
290.6525,4.9597292865545433e-05
291.1346,4.8310061495776655e-05
291.6167,4.700655262996002e-05
292.0988,4.482792833765607e-05
292.581,4.053267679340203e-05
293.0631,3.363322953202169e-05
293.5452,2.851257753506011e-05
294.0273,2.6167628944444057e-05
294.5094,2.4562552432157165e-05
294.9915,2.3564761804594217e-05
295.4737,2.2796776255283377e-05
295.9558,2.1681493817551915e-05
296.4379,1.9796300848105378e-05
296.92,1.7167090057368426e-05
297.4021,1.4346108349534995e-05
297.8842,1.0357758156145812e-05
298.3664,7.23195039333924e-06
298.8485,6.029951619796055e-06
299.3306,5.852678681008508e-06
299.8127,5.3563726382695015e-06
300.2948,3.7792641322989805e-06
300.7769,1.3840041627753882e-06
301.2591,7.882584748324692e-07
301.7412,3.5355477832213425e-06
302.2233,4.951961473427146e-06
302.7054,3.487903256511101e-06
303.1875,1.1541990845232827e-06
303.6696,5.415843442269208e-07
304.1518,2.6586528389951e-06
304.6339,5.850608233938972e-06
305.116,6.406991183449798e-06
305.5981,1.0827274456357433e-06
306.0802,2.057583144301942e-06
306.5623,1.5392295071245602e-06
307.0445,2.477069345780509e-07
307.5266,1.5618686578685168e-06
308.0087,1.9007285957013311e-06
308.4908,1.616767022555404e-06
